quest_101_code	A1
quest_260_code	B32
quest_260_name	전함부대 북방해역에 돌입하라!
quest_260_desc	전함 2척과 지원 경항모 1척(정규항모 안됨)을 기반으로 한 함대로 북방 AL해역에 돌입, 적을 격멸하라!
quest_261_code	Bw10
quest_261_name	해상수송로의 안전을 확보하라
quest_261_desc	진수부 근해의 대잠 초계를 반복 실시하여 안전한 해상 수송로를 확보하라!!(1-5보스전을 3회이상 A이상으로 승리)
quest_262_code	B33
quest_262_name	니시무라 함대 남방해역에 진출하라!
quest_262_desc	니시무라 함대로 남방함대에 진출하여 적 주력함대에 돌입, 격멸하라!
quest_263_code	B34
quest_263_name	"제6전대" 남서해역에 출격하라!
quest_263_desc	후루타카, 카고, 아오바, 키누가사를 기간으로 한 "제6전대"로 오키노시마 의 적함대를 격멸하라!
quest_264_code	Bm6
quest_264_name	"항모기동부대" 서쪽으로!
quest_264_desc	항공모함 2척 (수반 구축함 2척)을 기간으로 하는 공모기동함대로 카레양의 적 함대를 격멸하라(항모 2척, 구축함 2척을 포함해서 4-2 보스를 S승리)
quest_265_code	Bm5
quest_265_name	해상 호위 강화 월간
quest_265_desc	진수부 전면 해역의 대잠초계를 강화하고, 적의 잠수함을 제압, 안전한 해상 수송 체제를 확립하라!(1-5 보스방 A승리 이상 10회)
quest_266_code	Bm7
quest_266_name	"수상반격부대" 돌입하라!
quest_266_desc	구축함을 주력으로 한 중순 1척, 경순 1척, 구축함 4척으로 구성된 수상정신부대, 오키노시마 앞바다(2-5)에 돌입하라!
quest_267_code	B35
quest_267_name	"제11구축대" 출격하라!
quest_267_desc	"제11구축대"를 포함한 함대로 출격해 오룔해의 적을 격파하라!
quest_268_code	B36
quest_268_name	"제11구축대" 대잠초계!
quest_268_desc	"제11구축대"를 포함한 함대를 진수부 정면에 전개, 대잠초계를 실시하라!
quest_269_code	B37
quest_269_name	"제21구축대" 출격하라!
quest_269_desc	"제21구축대"를 포함한 함대로 출격해 북방해역 모레이해의 적을 격멸하라!
quest_270_code	B39
quest_270_name	"제22구축대" 출격하라!
quest_270_desc	"제22구축대"를 포함한 함대로 '남서제도방위선'에 출격, 적 주력함대를 격멸해라!
quest_271_code	B38
quest_271_name	"나치전대" 발묘하라!
quest_271_desc	기함 "나치" 및 "하츠시모", "카스미", "우시오", "아케보노" 외 1척의 함대로 바시섬 앞바다의 적을 섬멸하라!
quest_272_code	B40
quest_272_name	"개장방공중순" 출격하라!
quest_272_desc	"마야 개" 또는 "마야 개2" 및 경순 1척, 구축 2척을 포함한 함대로 오룔해 적 함대를 격멸해라!
quest_273_code	B41
quest_273_name	신 편성 "미카와 함대" 솔로몬 방면으로~!
quest_273_desc	제1함대에 편성한 "미카와 함대"를 남방해역에 진출시켜 이 방면의 적 함대를 격멸해라!
quest_274_code	B42
quest_274_name	"제6구축대" 대잠초계인 거에요!
quest_274_desc	"제6구축대"를 포함한 함대로 진수부 정면으로 전개, 대잠초계를 실시한다!
quest_275_code	B43
quest_275_name	발묘! "제18전대"
quest_275_desc	"텐류", "타츠타"를 기간전력으로 한 "제18전대"를 출격해 오룔해 적 주력을 격멸하라!
quest_276_code	B44
quest_276_name	"해상 돌입 부대", 출발하라!
quest_276_desc	"히에이", "키리시마", "나가라", "아카츠키", "이카즈치", "이나즈마"로 남방 해역 진출 작전을 실시, 적을 격멸하라!
quest_277_code	B45
quest_277_name	"제6 구축대" 대잠 초계가 철저한거에요!
quest_277_desc	"제6 구축대"를 포함한 함대에서 진수부 정면에서 대잠 초계를 실시, 적 잠수함부대를 격파하라!
quest_278_code	B46
quest_278_name	"제1 수뢰전대" 케호작전, 돌입하라!
quest_278_desc	북방돌입 준비를 완료했다. "1수전"으로 북방 키스섬에 돌입! 포위망을 뚫고 아군을 구출하라!
quest_279_code	B47
quest_279_name	"제1 수뢰전대" 북방 케호작전, 재돌입!
quest_279_desc	북방재돌입 준비를 마치고 재편성된 "1수전"으로 북방 키스섬에 재돌입! 철수작전을 완수하라!("아부쿠마 개2"를 기함으로 "히비키(베르니)", "유구모", "나가나미", "아키구모", "시마카제"로 구성된 함대로 3-2해역 보스전 S승리)
quest_280_code	SN01
quest_280_name	제2차SN작전、초동작전완료!
quest_280_desc	솔로몬해역 전방에 전개하고 있던 적 전력을 분쇄하고, 초동작전을 완수하라!
quest_281_code	SN03
quest_281_name	주력기동부대의 전방초계를 실시하라!
quest_281_desc	적 잠수함을 포착, 복수 격파하여 아군 주력부대의 진출을 위한 전방 초계를 실시하라!
quest_282_code	SN05
quest_282_name	솔로몬해 방면의 제공권을 탈취하라!
quest_282_desc	솔로몬해 방면의 제공권을 쥐고 있는 적 비행장의 근해에 아군 특공대를 투입해, 이를 파괴하라!
quest_283_code	SN11
quest_283_name	FS작전의 교두보를 확보하라!
quest_283_desc	적 기동부대를 포착하여 맹공하여 적 항모의 감세를 도모하므로써 FS방면 진출을 위한 교두보를 형성하라!
quest_284_code	SN10
quest_284_name	항모기동부대 "제3함대"를 편성하라!
quest_284_desc	연합함대편성으로 제1함대에 "쇼카쿠", "즈이카쿠", "즈이호"를 배치해 제3함대를 편성하라!
quest_285_code	B49
quest_285_name	"항모기동부대", 북방해역으로 진출하라!
quest_285_desc	항공모함을 기함으로 한 항모기동부대를 북방AL해역 방면으로 전개해 적 전력을 격멸하라! (3-5해역 보스에서 S승리로 달성)
quest_286_code	B48
quest_286_name	진수부 정면의 대잠초계를 강화하라!
quest_286_desc	진수부 정면에 대한 대잠초계를 강화해, 해상자원수송로의 안전을 확보하라! (1-5해역 보스 A승리 4회로 달성)
quest_287_code	B50
quest_287_name	"제5항공전대" 산호제도 앞바다에 출격하라!
quest_287_desc	재편성한 "제5항공전대"를 산호제도 해역(5-2)에 전개해 적 기동부대를 포착, 격파하라!(쇼카쿠, 즈이카쿠, 오보로, 아키구모 포함 최대 6척 편성으로 보스전 S승리)
quest_288_code	B51
quest_288_name	신편 "제21전대" 북방으로 출격하라!
quest_288_desc	신편 "제21전대"를 중핵으로 하는 함대를 북방해역 모레이해(3-1)에 출격시켜 적을 격멸하라! (나치 개2, 아시가라 개2, 타마, 키소 포함 최대 6척 편성으로 보스전 S승리)
quest_289_code	B52
quest_289_name	"제16전대 (제1차)" 출격하라!
quest_289_desc	"제16전대 (제1차)"를 바시섬 해역(2-2)으로 전개해 적 함대를 격멸하라! (아시가라를 기함으로 쿠마, 나가라 포함 최대 6척 편성으로 보스전 S승리)
quest_290_code	SB03
quest_290_name	꽁치잡이: "꽁치"를 잡자!
quest_290_desc	진수부 근해 및 북방해역의 어장에 전개한 적 함대를 격파해 "꽁치"를 3마리 입수하라!
quest_291_code	SB04
quest_291_name	꽁치잡이: "꽁치"를 더 잡자!
quest_291_desc	조금 힘들겠지만, 어장의 안전을 확보해서 "꽁치"를 10마리 확보하지 않으면 안 돼!
quest_292_code	SB05
quest_292_name	꽁치잡이: 더 열심히 해도 된다구!
quest_292_desc	아주 힘들겠지만, 꽁치잡이, 더 많이 열심히 해도 된다구!
quest_293_code	B53
quest_293_name	"제3항공전대", 남서제도방위선으로 출격!
quest_293_desc	편성한 "제3항공전대"를 남서제도방위선(1-4)에 전개, 적 침공부대를 포착, 격멸하라! (즈이카쿠 개 기함, 즈이호, 치토세 항, 치요다 항 포함 최대 6척 편성으로 보스전 S승리)
quest_294_code	B54
quest_294_name	"오자와 함대" 출격하라!
quest_294_desc	"오자와 함대"를 오키노시마 해역 전면(2-4)에 전개해 침공하는 적 기동부대를 포착, 이를 격멸하라! (즈이카쿠 개 기함, 즈이호 개, 치토세 항, 치요다 항, 이세 개, 휴가 개 편성으로 보스전 S승리)
quest_295_code	B55
quest_295_name	"제16전대"(제2차) 출격하라!
quest_295_desc	"제16전대"(제2차)를 오룔해(2-3)에 전개, 적 주력을 포착, 격멸하라! (나토리 기함, 이스즈, 키누 포함 최대 6척)
quest_296_code	B56
quest_296_name	신편성 항공전대, 북방으로 진출하라!
quest_296_desc	"신편성 항공전대"를 알폰시노방면(3-3)에 진출시켜 적 정박지의 기동부대를 격멸하라! (항모 2척+항공전함 or 항공순양함 2척+구축함 2척으로 보스방 S 승리)
quest_297_code	B57
quest_297_name	"례호작전"을 실시하라!
quest_297_desc	정강한 "수상반격부대"로 남서제도 오키노시마 앞바다(2-5)에 돌입, 적 전력을 격멸하라! (카스미 기함, 아시가라, 오오요도, 아사시모, 키요시모 최대 6척)
quest_298_code	SB06
quest_298_name	연말의 "마미야" 돕기
quest_298_desc	제독님, 도움을 요청해 죄송합니다... "장식 재료"를 16개 모아주실 수 없을까요? (장식 재료 16개 소지로 달성)
quest_299_code	SB07
quest_299_name	새해맞이 준비! 연말의 "마미야" 돕기
quest_299_desc	제독님... 혹시 괜찮으시다면... "장식 재료" 32개를 써서, 장식을 함께 만드시지 않겠나요? (장식 재료 32개 소지로 달성)
quest_301_code	C1
quest_301_name	첫 "연습"!
quest_301_desc	다른 제독(플레이어)의 함대와 "연습"을 벌이자!
quest_302_code	C4
quest_302_name	대규모연습
quest_302_desc	이번 주 안에 "연습"으로 타 제독의 함대에게 20회 "승리"하자!
quest_303_code	C2
quest_303_name	"연습"으로 숙련도 향상!
quest_303_desc	오늘 안에 다른 사령관의 함대에게 3회 연습 도전하자!
quest_304_code	C3
quest_304_name	"연습"으로 타 제독을 압도하라!
quest_304_desc	오늘 안에 다른 사령관의 함대와의 "연습"에서 5회 이상 "승리"를 거두자!
quest_306_code	WC01
quest_306_name	식의 준비! (2)
quest_306_desc	오늘 중으로 "연습"에 2회 이상 승리해, 식에 대한 기분을 정리하자!
quest_307_code	C5
quest_307_name	함대의 숙련도 향상에 힘써라!
quest_307_desc	작전에 앞서 함대의 숙련도 향상을 도모하라! 오늘 안에 「연습」에서 3회 이상 「승리」를 쟁취하자!
quest_308_code	C6
quest_308_name	연습을 강화, 함대의 숙련도를 향상시키자!
quest_308_desc	함대의 추가 숙련도 향상을 위해 오늘 내에 「연습」4회 승리하라!
quest_309_code	C7
quest_309_name	북방재돌입을 대비하여 숙련도 향상에 힘쓰자!
quest_309_desc	함대재돌입에 대비해, 함대 숙련도 향상을 도모! 오늘 내에 「연습」에서 4회이상 승리하라!
quest_310_code	SN07
quest_310_name	FS작전에 대비해 함대 숙련도 향상에 진력하라!
quest_310_desc	FS작전에 대비해 함대 숙련도의 향상을 도모한다! 오늘 중으로 "연습"에서 4회 이상 "승리"하라!
quest_311_code	C8
quest_311_name	정예 함대 연습
quest_311_desc	하루 중에 "연습"에서 7회 이상 승리해 정예부대의 훈련도를 과시하자!
quest_312_code	C9
quest_312_name	상륙부대 연습
quest_312_desc	도서공략부대의 숙련도 향상을 위해 오늘 중으로 "연습"에서 4회 이상 승리하라!
quest_313_code	C10
quest_313_name	추계대연습
quest_313_desc	가을 중 하룻동안 "연습"에서 8회 이상 "승리"해 함대의 훈련도 향상에 임하라!
quest_314_code	C11
quest_314_name	동계대연습
quest_314_desc	겨울 중 하룻동안 "연습"에서 8회 이상 "승리"해 함대의 추가적인 훈련도 향상에 임하라!
quest_315_code	C12
quest_315_name	춘계대연습
quest_315_desc	봄 중 하룻동안 연습에서 8회 이상 승리해 함대의 추가적인 훈련도 향상에 임하라!
quest_401_code	D1
quest_401_name	첫 "원정"
quest_401_desc	함대를 "원정"에 보내라!
quest_402_code	D2
quest_402_name	"원정"을 3회 성공시켜라!
quest_402_desc	오늘 안에 "원정"을 3회 성공시켜라!
quest_403_code	D3
quest_403_name	"원정"을 10회 성공시켜라!
quest_403_desc	오늘 안에 "원정"을 10회 성공시켜라!
quest_404_code	D4
quest_404_name	대규모 원정작전, 발령!
quest_404_desc	금주 안에 "원정"을 30회 성공시켜라!
quest_405_code	D5
quest_405_name	제1차 잠수함 파견작전
quest_405_desc	첫 잠수함 파견작전을 성공시켜라! (#30 1회)
quest_406_code	D6
quest_406_name	제2차 잠수함 파견작전
quest_406_desc	제2차 잠수함 파견작전을 성공시켜라! (#30 1회)
quest_408_code	D7
quest_408_name	잠수함파견작전으로 기술 입수를 계속!
quest_408_desc	제3차 및 제4차 잠수함파견작전을 성공시켜, 외국제 기술을 수입하라! (#30 2회)
quest_409_code	D8
quest_409_name	잠수함파견에 의한 해외함과의 접촉작전
quest_409_desc	유력한 잠수함대 파견으로 해외함과의 접촉작전을 성공시켜라! (#31 1회)
quest_410_code	D9
quest_410_name	남방으로의 수송작전을 성공시켜라!
quest_410_desc	격전해역인 남방해역으로 "도쿄급행"계(#37, #38) 원정을 감행, 성공시켜라!
quest_411_code	D11
quest_411_name	남방으로의 쥐수송을 계속 실시하라!
quest_411_desc	금주 안에 "도쿄급행"계(#37, #38) 원정을 지속적으로 실시, 동종 작전을 7회 성공시켜라!
quest_412_code	D10
quest_412_name	항공화력함의 운용을 강화하라!
quest_412_desc	"항공전함운용연습"을 실시하여 항공화력함의 운용을 강화하자! (#23 1회)
quest_413_code	D12
quest_413_name	(속) 항공화력함의 운용을 강화하라!
quest_413_desc	"항공전함운용연습"을 계속 실시하여, 항공화력함의 운용을 계속 강화하자! (#23 4회)
quest_414_code	D13
quest_414_name	원양잠수함작전을 실시하라!
quest_414_desc	"원양잠수함작전"을 실시, 잠수함대의 숙련도 향상과 적함대점멸에 힘써라! (#39 1회)
quest_415_code	D14
quest_415_name	원양잠수함작전의 성과를 확대하라!
quest_415_desc	"원양잠수함작전"을 계속 실시, 잠수함대의 숙련도 향상과 적함대점멸에 힘써라! (#39 2회)
quest_416_code	D15
quest_416_name	방공사격연습을 실시해라!
quest_416_desc	"방공사격연습"을 여러 차례 실시하고 함대 방공 능력을 높여라! (#6 3회)
quest_417_code	D16
quest_417_name	"양동 기동부대 지원작전을 실시하라!"
quest_417_desc	"양동 기동부대 지원작전"을 실시하고 이를 성공시키라! (#15 1회)
quest_418_code	D17
quest_418_name	관함식예행을 실시하자!
quest_418_desc	"관함식"을 실시하기 전에, "관함식예행"을 2회 이상 성공시켜라! (#7 2회)
quest_419_code	D18
quest_419_name	관함식을 감행하자!
quest_419_desc	숙련도 높은 함대를 사용해 "관함식"을 성공시켜라! (#8 1회)
quest_420_code	D19
quest_420_name	기동부대의 운용을 강화하라!
quest_420_desc	기동부대원정을 실시, "MO작전"과 "적 모항 공습작전"을 전개, 이를 성공시켜라! (#35 1회, #26 1회)
quest_421_code	OR2
quest_421_name	친선함 참가 관함식을 실시하라!
quest_421_desc	기간한정 해역에서 해외에서 친선함을 초빙하여 특별 관함식을 실시하라! 원정(기간한정 해역) "친선함 참가 관함식" 성공하여 달성 (무제한 6척 편성으로 원정 성공)
quest_422_code	D20
quest_422_name	잠수함 파견작전을 통한 항공기 기술 입수
quest_422_desc	잠수함 파견작전을 통한 신형 항공기 기술의 도입에 임하라 (#30 1회, #31 1회)
quest_423_code	D21
quest_423_name	잠수함 파견작전을 통한 제트식 기술 입수
quest_423_desc	강철 5000 및 보크사이트 1500을 준비해 잠수함 파견작전을 통한 제트엔진 기술의 도입에 진력하라! (#30 1회, #31 1회. 임무 달성 후 준비된 자원은 소멸됩니다.)
quest_424_code	D22
quest_424_name	수송선단호위를 강화하라!
quest_424_desc	원정임무: "해상호위임무"를 반복 실시하여, 수송선단의 호위에 임하라! (월간, #5 4회)
quest_425_code	D23
quest_425_name	해상호위총대, 원정개시!
quest_425_desc	원정임무: 원정임무 "대잠경계임무" "해상호위작전" "유조선호위임무" 실시, 경순, 구축함, 해방함 등을 편성한 호위함대로 각 원정을 성공시켜라! (4번, 5번, 9번 원정 각각 1회 성공)
quest_426_code	D24
quest_426_name	해상통상항로의 경계를 엄중히 하라!
quest_426_desc	원정임무: 원정임무 "경비임무" "대잠경계임무" "해상호위작전" "강행정찰임무"를 실시하고, 적의 통상파괴부대를 장악, 해상통상항로의 안전을 확보하라! (3,4,5,10번 원정 각각 1회 성공)
quest_501_code	E1
quest_501_name	첫 "보급"!
quest_501_desc	보급은 중요합니다! 연료・탄약을 함선에게 "보급"하자!
quest_502_code	E2
quest_502_name	첫 "입거"!
quest_502_desc	전투에서 상처입은 함선을 "입거"시켜 수리하여, 다음 출격에 대비하자!
quest_503_code	E3
quest_503_name	함대대정비
quest_503_desc	각 함대에서 정비가 필요한 함선을 5척 이상 독에 들여보내 대규모 정비를 실시하라!
quest_504_code	E4
quest_504_name	함대 주보축제
quest_504_desc	함대 주보축제! 각 함선에 걸쳐 총 15회 이상 보급을 실시하라! ※일괄보급시 1회로 계산되므로 주의하십시오 ※탄약과 연료 별도보급시 각각 1회로 계산되므로 활용 가능합니다
quest_601_code	F6
quest_601_name	첫 "건조"!
quest_601_desc	"공창"에서 강재 등의 재료를 써서 새로운 함선을 "건조"하자!
quest_602_code	F7
quest_602_name	첫 "개발"!
quest_602_desc	"공창"에서 보크사이트 등의 재료를 써서 새로운 장비 아이템을 "개발"하자!
quest_603_code	F8
quest_603_name	첫 "해체"!
quest_603_desc	"공창"에서 불필요한 함선을 "해체"하여 보자!
quest_604_code	F9
quest_604_name	첫 "폐기"!
quest_604_desc	"공창"에서 불필요한 장비 아이템을 "폐기"하여 보자!
quest_605_code	F1
quest_605_name	신장비 "개발" 지령
quest_605_desc	"공창"에서 장비 아이템을 새로이 "개발"하자(실패도 OK)!
quest_606_code	F2
quest_606_name	신조함 "건조" 지령
quest_606_desc	"공창"에서 칸무스를 오늘 안에 새로이 "건조"하자!
quest_607_code	F3
quest_607_name	장비 "개발" 집중강화!
quest_607_desc	"공창"에서 장비 아이템을 오늘 안에 새로이 3회 "개발"하자(실패도 OK)!
quest_608_code	F4
quest_608_name	칸무스 "건조" 함대 강화!
quest_608_desc	함대 강화를 위해, "공창"에서 칸무스를 오늘 안에 새로이 3척 "건조"하자!
quest_609_code	F5
quest_609_name	군축조약대응!
quest_609_desc	조금 함대 규모가 너무 커졌습니다! "공창"에서 불필요한 함선을 2척 "해체"해 주십시오!
quest_610_code	F10
quest_610_name	"대형함건조" 준비! (2)
quest_610_desc	대형함 건조를 준비합니다! "공창"에서 장비 아이템을 4회 "폐기"해 주십시오! ※일괄폐기시 1회로 계산되므로 주의하십시오
quest_611_code	WF01
quest_611_name	식의 준비! (1)
quest_611_desc	식을 준비합니다! "공창"에서 장비 아이템을 2번 "폐기"해 신변을 정리하자!
quest_612_code	F11
quest_612_name	운송용 드럼통 준비
quest_612_desc	"공창"에서 장비 아이템을 3회 "폐기"하여 운송용 드럼통을 준비합니다. ※일괄폐기시 1회로 계산되므로 주의하십시오
quest_613_code	F12
quest_613_name	자원 재이용
quest_613_desc	"공창"에서 여분의 장비 아이템을 될 수 있는 한 많이 "폐기"하여, 강재 재이용에 힘쓰자! ※총 24회 폐기로 달성됩니다 ※일괄폐기시 1회로 계산되므로 주의하십시오
quest_614_code	F13
quest_614_name	기종전환 (토모나가대)
quest_614_desc	97식 함상공격기(토모나가대)를 장착한 비서함으로 텐잔 2기를 폐기하라! ※장비된 전투기의 보호를 해제하지 않으면 달성할 수 없습니다
quest_615_code	F14
quest_615_name	기종전환 (에구사대)
quest_615_desc	99식 함상폭격기(에구사대)를 장착한 비서함으로 스이세이 2기를 폐기하라! ※장비된 전투기의 보호를 해제하지 않으면 달성할 수 없습니다
quest_616_code	F15
quest_616_name	기종전환 (601대)
quest_616_desc	영식함상전투기 52식 병(601대)을 장착한 비서함으로 렛푸 2기를 폐기하라! ※장비된 전투기의 보호를 해제하지 않으면 달성할 수 없습니다
quest_617_code	F16
quest_617_name	이라코의 준비
quest_617_desc	"공창"에서 여분의 장비 아이템을 몇개 "폐기"하여, 신형 보급함 소환 준비를 하자! ※총 10회 폐기로 달성됩니다 ※일괄폐기시 1회로 계산되므로 주의하십시오
quest_618_code	F17
quest_618_name	처음 "장비개조!"
quest_618_desc	"개수공창(조병창)"에서 "장비"를 개수해 봅시다! 아카시씨, 부탁합니다!
quest_619_code	F18
quest_619_name	장비의 개조강화
quest_619_desc	"개수공창(조병창)"에서 장비개수 1회 실행 시 달성
quest_620_code	SN02
quest_620_name	"공창" 창고의 정리정돈!
quest_620_desc	불필요한 장비를 복수 "폐기"하여 신장비 수령을 위한 "공창" 창고의 정리를 추진합시다!
quest_621_code	SN08
quest_621_name	"공창"'기종전환'
quest_621_desc	"96식 함공 (무라타대)"를 탑재한 "쇼카쿠"를 비서함으로 하고 "텐잔" 2기를 폐기하라!
quest_622_code	F19
quest_622_name	기종전환 (무라타대)
quest_622_desc	97식 함상공격기(무라타대)를 탑재한 "쇼카쿠"를 비서함으로 설정하고 텐잔 2기를 폐기하라!
quest_623_code	F20
quest_623_name	정예 "97식함공" 부대의 편성
quest_623_desc	"쇼카쿠" 혹은 "아카기"를 비서함으로 설정한 상태에서 새롭게 "97식 함상공격기"를 3개 폐기하라!
quest_624_code	F21
quest_624_name	시작 의장의 준비
quest_624_desc	공창에서 장비아이템 7개를 "폐기"하여 "시제 갑판캐터펄트"를 준비합니다.
quest_625_code	F22
quest_625_name	시제 항공의장의 추가 시제작
quest_625_desc	공창에서 장비아이템 9개를 "폐기"하여 "시제 갑판캐터펄트"를 추가 시제작합니다.
quest_626_code	F23
quest_626_name	정예 "함상전투기" 부대의 신편성
quest_626_desc	숙련탑승원 필요: 숙련도 MAX "영식 함전 21형"을 탑재한 "호쇼"를 비서함 설정, "영식 함전 21형" 2기, "96식 함전" 1기를 폐기!
quest_627_code	F24
quest_627_name	기종전환 (영식 함전 21형 (숙련))
quest_627_desc	"영식 함전 21형(숙련)" 탑재 항모를 비서함 설정, 새롭게 "영식 함전 52형" 2기를 폐기하라!
quest_628_code	F25
quest_628_name	기종전환 (영식 함전 21형 (숙련), 월간)
quest_628_desc	숙련도 MAX "영식 함전 21형(숙련)" 탑재 항모를 비서함 설정, 새롭게 "영식 함전 52형" 2기를 폐기하라!
quest_629_code	F26
quest_629_name	"함상전투기"부대의 재편성 (이와이 소대)
quest_629_desc	숙련도 MAX "영식 함전 52형(숙련)"을 탑재한 "즈이카쿠"를 비서함 설정, "영식 함전 52형 병(601공)"을 폐기하라!
quest_630_code	F28
quest_630_name	"함상전투기"부대의 재편성 (이와모토 소대)
quest_630_desc	숙련도 MAX "영식 함전 21형(숙련)"을 탑재한 "즈이카쿠"를 비서함 설정, "영식 함전 21형" 2기를 폐기하라!
quest_631_code	F27
quest_631_name	기종전환 및 부대재편 (이와이 소대)
quest_631_desc	숙련도 MAX "영식 함전 52형 병(이와이 소대)"를 탑재한 "즈이카쿠"를 비서함 설정, 새롭게 "영식 함전 62형 (전폭)"을 2기를 폐기하라!
quest_632_code	F29
quest_632_name	기종전환 (이와모토 소대)
quest_632_desc	숙련도 MAX "영식 함전 21형(이와모토 소대)"를 탑재한 "즈이카쿠"를 비서함 설정, 새롭게 "영식 함전 52형" 2기를 폐기하라!
quest_633_code	F30
quest_633_name	기종전환 및 부대재편 (이와모토 소대)
quest_633_desc	부대를 재편한다! 숙련도 MAX "영식 함전 52형 갑(이와모토 소대)"를 탑재한 "즈이카쿠"를 비서함 설정, 새롭게 "사이운" 2기를 폐기하라!
quest_634_code	F31
quest_634_name	신규 가구의 준비
quest_634_desc	"공창"에서 장비 아이템을 9개 "폐기"하여 신규 가구의 준비를 합니다.
quest_635_code	F32
quest_635_name	신규 장비의 준비
quest_635_desc	"공창"에서 장비 아이템을 5개 "폐기"하여 신규 장비 배치의 준비를 합니다.
quest_636_code	F33
quest_636_name	상륙전용 신규 장비의 조달
quest_636_desc	"공창"에서 "7.7mm 기총" 및 "12.7mm 단장기총"을 각각 2개씩 폐기하라!
quest_637_code	F35
quest_637_name	"숙련탑승원" 양성
quest_637_desc	훈장x2 소비: "호쇼"를 비서함으로 숙련도 max 및 개수 max "96식 함상전투기"을 탑재, 숙련탑승원을 양성하라! (임무 달성후, 장비는 소멸합니다)
quest_638_code	F34
quest_638_name	대공기총 양산
quest_638_desc	"기총"계 장비를 양산해, 공창에서 6개를 폐기! "장비개수"의 강화를 지원하라! (대공기총 6개 폐기, 일괄로도 가능)
quest_639_code	F36
quest_639_name	신형어뢰장비의 개발
quest_639_desc	훈장x2 소비: "시마카제"를 비서관으로 개수 max "61cm 오연장(산소)어뢰"와 개수 max "61cm 삼연장(산소)어뢰"를 장비! (임무 달성후, 각 장비는 소멸합니다)
quest_640_code	SF1
quest_640_name	초여름의 정리정돈
quest_640_desc	불필요한 장비를 복수 "폐기"하여, 여름을 맞을 준비를 합시다! (장비 5개 폐기로 달성)
quest_641_code	F37
quest_641_name	"항공기지설치" 사전준비
quest_641_desc	"항공기지설치"의 사전준비를 개시한다. "드럼통(수송용)"을 2개를 "공창"에서 폐기, "7.7mm 기총" 및 "96식 함상전투기"를 각각 2개씩 준비하라! (임무 달성 후, 준비한 필요 장비는 소멸됩니다.)
quest_642_code	F38
quest_642_name	"육상공격기"대의 증강
quest_642_desc	"기지항공대"의 개설을 위해, "육상공격기"의 추가 조달을 실시한다. "7.7mm 기총"및 "99식 함상폭격기"을 각각 2개씩 준비하라! (임무 달성 후, 준비한 필요 장비는 소멸합니다.)
quest_643_code	F39
quest_643_name	주력 "육상공격기"의 조달
quest_643_desc	주력 육상공격기 "1식 육공"의 신규조달을 실시한다. "영식 함상전투기 21형"을 2개 공창에서 폐기, "96식 육상공격기" 1개와 "97식 함상공격기" 2개를 준비하라! (임무 달성 후, 준비한 필요 장비는 소멸합니다.)
quest_644_code	F40
quest_644_name	"1식 육상공격기" 성능향상형의 조달
quest_644_desc	"1식 육상공격기" 성능향상형의 배치를 실시한다. "1식 육상공격기" 1개와 "텐잔" 2개를 준비하라!  (임무 달성 후, 준비한 필요 장비는 소멸합니다. 1식 육상공격기의 숙련도는 계승됩니다.)
quest_645_code	F41
quest_645_name	"양상보급"물자의 조달
quest_645_desc	"삼식탄" 1개를 폐기하고 연료 750 및 탄약 750과 "드럼통 (수송용)" 2개 및 91식 철갑탄 1개를 준비하라! (임무 달성 후, 준비한 자원 및 필요 장비(철갑탄은 개수치 최저 장비가 우선)는 소멸합니다.)
quest_646_code	F42
quest_646_name	"특주가구"의 조달
quest_646_desc	"25mm 단장기총" 1개를 폐기, 가구코인 5000과 "25mm 연장기총" 및 "25mm 삼연장기총"을 각각 2개씩 준비하라! (임무 달성 후, 준비한 가구코인 및 필요 장비(개수치 최저 장비가 우선)는 소멸합니다.)
quest_647_code	F43
quest_647_name	중부해역 "기지항공대" 전개!
quest_647_desc	"드럼통 (수송용)" 2개를 폐기, 연료 1200 및 보크사이트 3000, 나아가 "설영대"를 1개 준비하라! (임무 달성 후, 준비한 자원 및 설영대는 소멸합니다.)
quest_648_code	F44
quest_648_name	"특주가구"의 조달
quest_648_desc	"12.7cm 연장고각포" 2개를 폐기, 가구코인 5000과 "14cm 단장포" 및 "15.2cm 단장포"를 각각 2개씩 준비하라. (임무 달성 후, 준비한 가구코인 및 필요 장비(개수치 최저 장비 우선)는 소멸합니다.)
quest_649_code	F45
quest_649_name	신형 기축 정찰기의 개발
quest_649_desc	신형 기축의 정찰기의 조달을 실시한다. "영식 수상정찰기" 2개를 "공창"에서 파기하고 "1식 육공" 1개와 "사이운" 2개를 준비하라! (임무 달성 후, 준비한 필요 장비는 소멸합니다.)
quest_650_code	F46
quest_650_name	제트식 전투폭격기의 개발
quest_650_desc	네식 엔진을 탑재한 신형 전투폭격기의 개발을 실시한다. "시덴 개2" 3개를 "공창"에서 폐기하고 신형 항공기 설계도 2개와 네식 엔진 1개를 준비하라! (임무 달성 후 필요, 아이템은 소멸합니다.)
quest_651_code	F47
quest_651_name	네식 엔진의 증산
quest_651_desc	제트식 항공기 생산을 위해 네식엔진의 증산을 실시한다 "영식 함상전투기 52형" 3개를 "공창"에서 폐기하고 "류세이", "렛푸" 각 2대와 강철 8000을 준비하라! (임무 달성 후, 준비한 필요 장비 및 자원은 소멸합니다.)
quest_652_code	F48
quest_652_name	"특주가구"의 조달
