quest_101_code	A1
quest_309_desc	Secure 4 victories in Exercises within the same day.
quest_311_code	C8
quest_311_name	Monthly Exercises
quest_311_desc	Secure 7 victories in Exercises within the same day.
quest_312_code	C9
quest_312_name	Landing Force Exercises
quest_312_desc	Secure 4 victories in Exercises within the same day.
quest_313_code	C10
quest_313_name	Mass Exercises for Fall
quest_313_desc	Secure 8 victories in Exercises within the same day.
quest_314_code	C11
quest_314_name	Mass Exercises for Winter
quest_314_desc	Secure 8 victories in Exercises within the same day.
quest_315_code	C12
quest_315_name	Mass Exercises for Spring
quest_315_desc	Secure 8 victories in Exercises within the same day.
quest_401_code	D1
quest_401_name	The First Expedition!
quest_401_desc	Attempt an expedition.
quest_402_code	D2
quest_402_name	Daily Expeditions 1
quest_402_desc	Complete 3 successful expeditions within the same day.
quest_403_code	D3
quest_403_name	Daily Expeditions 2
quest_403_desc	Complete 10 successful expeditions within the same day.
quest_404_code	D4
quest_404_name	Weekly Expeditions
quest_404_desc	Complete 30 successful expeditions within the same week.
quest_405_code	D5
quest_405_name	The First Submarine Dispatch Operation!
quest_405_desc	Complete Expedition 30.
quest_406_code	D6
quest_406_name	The Second Submarine Dispatch Operation!
quest_406_desc	Complete Expedition 30 one more time.
quest_408_code	D7
quest_408_name	Operation to Acquire Foreign Technology!
quest_408_desc	Complete Expedition 30 two more times.
quest_409_code	D8
quest_409_name	Operation to Contact a Foreign Ship!
quest_409_desc	Complete Expedition 31.
quest_410_code	D9
quest_410_name	Weekly Tokyo Express
quest_410_desc	Complete Expedition 37 or 38.
quest_411_code	D11
quest_411_name	Weekly Tokyo Express 2
quest_411_desc	Complete Expedition 37 or 38 six more times within the same week.
quest_412_code	D10
quest_412_name	Enhance the Effectiveness of Aviation Firepower!
quest_412_desc	Complete Expedition 23.
quest_413_code	D12
quest_413_name	Enhance the Effectiveness of Aviation Firepower! (Cont.)
quest_413_desc	Complete Expedition 23 three more times.
quest_414_code	D13
quest_414_name	Carry Out the Deep Sea Submarine Operation!
quest_414_desc	Complete Expedition 39.
quest_415_code	D14
quest_415_name	Extend the Benefits of the Deep Sea Submarine Operation!
quest_415_desc	Complete Expedition 39 two more times.
quest_416_code	D15
quest_416_name	Carry Out Anti-Air Accuracy Exercises!
quest_416_desc	Complete Expedition 6 three times.
quest_417_code	D16
quest_417_name	Carry Out the Decoy Task Force Support Operation!
quest_417_desc	Complete Expedition 15.
quest_418_code	D17
quest_418_name	Carry Out Naval Review Rehearsals!
quest_418_desc	Complete Expedition 7 twice.
quest_419_code	D18
quest_419_name	Execute the Naval Review!
quest_419_desc	Complete Expedition 8.
quest_420_code	D19
quest_420_name	Enhance the Effectiveness of the Task Force!
quest_420_desc	Complete Expeditions 35 and 26.
quest_422_code	D20
quest_422_name	Submarine Dispatch Operation to Acquire Aircraft Technology
quest_422_desc	Complete Expeditions 30 and 31.
quest_423_code	D21
quest_423_name	Submarine Dispatch Operation to Acquire Jet Engine Technology
quest_423_desc	Have 5000 steel and 1500 bauxite. Complete Expeditions 30 and 31.
quest_424_code	D22
quest_424_name	Monthly Expedition 5
quest_424_desc	Complete Expedition 5 four times.
quest_425_code	D23
quest_425_name	Naval Escort Fleet, Commence With the Expeditions!
quest_425_desc	Complete Expeditions 4, 5 and 9.
quest_426_code	D24
quest_426_name	Quarterly Expeditions
quest_426_desc	Complete Expeditions 3, 4, 5 and 10.
quest_501_code	E1
quest_501_name	Resupply for the First Time!
quest_501_desc	Resupply a ship.
quest_502_code	E2
quest_502_name	Docking for the First Time!
quest_502_desc	Repair a ship.
quest_503_code	E3
quest_503_name	Daily Repairs
quest_503_desc	Repair 5 ships.
quest_504_code	E4
quest_504_name	Daily Resupplies
quest_504_desc	Resupply your ships 15 times.
quest_601_code	F1
quest_601_name	The First Construction!
quest_601_desc	Construct a ship.
quest_602_code	F2
quest_602_name	The First Development!
quest_602_desc	Construct a piece of equipment.
quest_603_code	F3
quest_603_name	The First Dismantlement!
quest_603_desc	Scrap a ship.
quest_604_code	F4
quest_604_name	The First Disposal!
quest_604_desc	Scrap a piece of equipment.
quest_605_code	F5
quest_605_name	Daily Development 1
quest_605_desc	Attempt to construct a piece of equipment. Failures count toward this.
quest_606_code	F6
quest_606_name	Daily Construction 1
quest_606_desc	Construct a ship.
quest_607_code	F7
quest_607_name	Daily Development 2
quest_607_desc	Attempt to construct 3 pieces of equipment. Failures count toward this.
quest_608_code	F8
quest_608_name	Daily Construction 2
quest_608_desc	Construct 3 ships.
quest_609_code	F9
quest_609_name	Daily Dismantlement
quest_609_desc	Scrap 2 ships.
quest_610_code	F10
quest_610_name	Preparation for Large Ship Construction! (Part 2)
quest_610_desc	Scrap 4 pieces of equipment.
quest_611_code	WF01
quest_611_name	Preparation for the Ceremony! (Part 1)
quest_611_desc	Scrap 2 pieces of equipment to show your love!
quest_612_code	F11
quest_612_name	Prepare the Transport Drums!
quest_612_desc	Scrap 3 pieces of equipment.
quest_613_code	F12
quest_613_name	Weekly Dismantlement
quest_613_desc	Scrap 24 pieces of equipment. Scrap them one at a time.
quest_614_code	F13
quest_614_name	Model Conversion: Tomonaga
quest_614_desc	Set a CV(B/L) as secretary. Equip her with a Type 97 Torpedo Bomber (Tomonaga Squadron). Scrap two Tenzan.
quest_615_code	F14
quest_615_name	Model Conversion: Egusa
quest_615_desc	Set a CV(B/L) as secretary. Equip her with a Type 99 Dive Bomber (Egusa Squadron). Scrap two Suisei.
quest_616_code	F15
quest_616_name	Model Conversion: 601 Air Group
quest_616_desc	Set a CV(B/L) as secretary. Equip her with a Zero Fighter Type 52 Type C (601 Air Group). Scrap two Reppuu.
quest_617_code	F16
quest_617_name	Preparation for Irako
quest_617_desc	Scrap 10 pieces of equipment.
quest_618_code	F17
quest_618_name	The First Equipment Modernization!
quest_618_desc	Upgrade a piece of equipment using Akashi's Improvement Arsenal.
quest_619_code	F18
quest_619_name	Daily Upgrade
quest_619_desc	Attempt to upgrade a piece of equipment using Akashi's Improvement Arsenal. Failures count toward this.
quest_622_code	F19
quest_622_name	Model Conversion: Murata
quest_622_desc	Set Shoukaku as secretary. Equip her with a Type 97 Torpedo Bomber (Murata Squadron). Scrap two Tenzan.
quest_623_code	F20
quest_623_name	Form the Elite Type 97 Torpedo Bomber Force: Murata
quest_623_desc	Set Shoukaku or Akagi as secretary. Scrap three Type 97 Torpedo Bombers.
quest_624_code	F21
quest_624_name	Preparation for the Prototype Rigging
quest_624_desc	Scrap 7 pieces of equipment.
quest_625_code	F23
quest_625_name	Additional Prototype Flight Rigging
quest_625_desc	Scrap 9 pieces of equipment.
quest_626_code	F22
quest_626_name	Monthly Type 0 Fighter Model 21 (Skilled)
quest_626_desc	Have a Skilled Crew Member. Set Houshou as secretary. Equip her with a >> Type 0 Fighter Model 21. Scrap two Type 0 Fighter Model 21s and a Type 96 Fighter.
quest_627_code	F24
quest_627_name	Model Conversion: Type 0 Fighter Model 52 (Skilled)
quest_627_desc	Set a CV as secretary. Equip her with a Type 0 Fighter Model 21 (Skilled). Scrap two Type 0 Fighter Model 52s.
quest_628_code	F25
quest_628_name	Monthly Type 0 Fighter Model 52 (Skilled)
quest_628_desc	Set a CV as secretary. Equip her with a >> Type 0 Fighter Model 21 (Skilled). Scrap two Type 0 Fighter Model 52s.
quest_629_code	F26
quest_629_name	Reform the Fighter Squadron: Iwai
quest_629_desc	Set Zuikaku as secretary. Equip her with a >> Type 0 Fighter Model 52 (Skilled). Scrap a Zero Fighter Model 52C (601 Air Group).
quest_630_code	F28
quest_630_name	Reform the Fighter Squadron: Iwamoto
quest_630_desc	Set Zuikaku as secretary. Equip her with a >> Type 0 Fighter Model 21 (Skilled). Scrap two Type 0 Fighter Model 21s.
quest_631_code	F27
quest_631_name	Model Conversion and Unit Restructuring: Iwai
quest_631_desc	☣CAUTION☣ Set Zuikaku as secretary. Equip her with a >> Zero Fighter Model 52C (w/ Iwai Flight). Scrap two Type 0 Fighter Model 62s (Fighter-bomber).
quest_632_code	F29
quest_632_name	Model Conversion: Iwamoto
quest_632_desc	Set Zuikaku as secretary. Equip her with a >> Zero Fighter Model 21 (w/ Iwamoto Flight). Scrap two Type 0 Fighter Model 52.
quest_633_code	F30
quest_633_name	Model Conversion and Unit Restructuring: Iwamoto
quest_633_desc	Set Zuikaku as secretary. Equip her with a >> Zero Fighter Model 52A (w/ Iwamoto Flight). Scrap two Saiun.
quest_634_code	F31
quest_634_name	Preparations for New Furniture
quest_634_desc	Scrap 9 pieces of equipment.
quest_635_code	F32
quest_635_name	Preparations for New Equipment
quest_635_desc	Scrap 5 pieces of equipment.
quest_636_code	F33
quest_636_name	New Equipment Procurement for the Landing Operation
quest_636_desc	Scrap two 7.7mm Machine Guns and two 12.7mm Single Machine Gun Mounts.
quest_637_code	F35
quest_637_name	Quarterly Skilled Crew Member Training
quest_637_desc	Have 2 Medals. Set Houshou as secretary. Equip her with a >> ★max Type 96 Fighter.
quest_638_code	F34
quest_638_name	Weekly AA Gun Dismantlement
quest_638_desc	Scrap 6 anti-air guns. High-angle guns do not count.
quest_639_code	F36
quest_639_name	Development of a New Torpedo Armament
quest_639_desc	Have 2 Medals. Set Shimakaze as secretary. Equip her with a ★max 61cm Quintuple Oxygen Torpedo Mount and a ★max 61cm Triple Oxygen Torpedo Mount.
quest_640_code	SF
quest_640_name	(Limited time) Early Summer Cleanup
quest_640_desc	Scrap 5 pieces of equipment.
quest_641_code	F37
quest_641_name	Advance Preparation for the Airbase Construction
quest_641_desc	Have two Type 96 Fighters and two 7.7mm Machine Guns in your inventory. Scrap two Drum Canisters.
quest_642_code	F38
quest_642_name	Expansion of the Attack Aircraft Squadron
quest_642_desc	Have two Type 99 Dive Bombers and two 7.7mm Machine Guns in your inventory.
quest_643_code	F39
quest_643_name	Quarterly Type 1 Land-based Attack Aircraft
quest_643_desc	Have one Type 96 Land-based Attack Aircraft and two Type 97 Torpedo Bombers in your inventory. Scrap two Type 0 Fighter Model 21s.
quest_644_code	F40
quest_644_name	Procurement for an Improved Type 1 Land-based Attack Aircraft
quest_644_desc	Have one Type 1 Land-based Attack Aircraft and two Tenzan in your inventory.
quest_645_code	F41
quest_645_name	Monthly Underway Replenishment
quest_645_desc	Have 750 fuel, 750 ammo, two Drum Canisters and one Type 91 AP Shell in your inventory. Scrap one Type 3 Shell.
quest_646_code	F42
quest_646_name	Procurement for Custom-Made Furniture
quest_646_desc	Have 5000 Furniture Coins, two 25mm Twin AC Mounts and two 25mm Triple AC Mounts in your inventory. Scrap one 25mm Single AC Mount.
quest_647_code	F43
quest_647_name	Deploy an Air Base Squadron to the Chubu Region!
quest_647_desc	Have 1200 fuel, 3000 bauxite, and one Construction Battalion in your inventory. Scrap two Drum Canisters.
quest_648_code	F44
quest_648_name	Procurement for Custom-Made Furniture
quest_648_desc	Have 5000 Furniture Coins, two 14cm Single Gun Mounts and two 15.2cm Single Gun Mounts in your inventory. Scrap two 12.7cm Twin High-Angle Gun Mounts.
quest_649_code	F45
quest_649_name	Development of a New Axis Reconnaissance Aircraft
quest_649_desc	Have one Type 1 Land-based Attack Aircraft and two Saiun. Scrap two Type 0 Reconnaissance Seaplanes.
quest_650_code	F46
quest_650_name	Development of a Jet Fighter-Bomber
quest_650_desc	Have two New Model Aircraft Blueprints and one Ne-Type Engine. Scrap three Shiden Kai Ni.
quest_651_code	F47
quest_651_name	Increased Production of the Ne-Type Engine
quest_651_desc	Have 8000 steel, two Ryuusei and two Reppuu. Scrap three Type 0 Fighter Model 52s.
quest_652_code	F48
quest_652_name	Procurement for Custom-Made Furniture
quest_652_desc	Have 5000 Furniture Coins, two 7.7mm Machine Guns and two Type 96 Fighters in your inventory. Scrap two 12.7cm Twin Gun Mounts.
quest_653_code	SF2
quest_653_name	Special Setsubun Mission: Preparation for Setsubun!
quest_653_desc	Have 5000 Furniture Coins, two 12cm Single Gun Mounts and two Type 0 Reconnaissance Seaplanes in your inventory. Scrap two 20.3cm Twin Gun Mounts.
quest_656_code	F49
quest_656_name	Form the Seiran 631 Air Group!
quest_656_desc	Set I-401, I-13 or I-14 as secretary. Equip a Prototype Seiran in her first slot and a Zuiun (631 Air Group) in her second slot.
quest_657_code	SF3
quest_657_name	Spring Preparatory Mission: Preparation for Hinamatsuri!
quest_657_desc	Have 5000 Furniture Coins, two Type 99 Dive Bombers and two 61cm Triple Torpedo Mounts in your inventory. Scrap two 14cm Single Gun Mounts.
quest_658_code	F50
quest_658_name	Submarine Armament Enhancement
quest_658_desc	Have 120 Development Materials, three 61cm Quad (Oxygen) Torpedo Mounts and three Type 93 SONARs in your inventory. Scrap four 61cm Triple Torpedo Mounts.
quest_659_code	F51
quest_659_name	The Newly Formed Elite Naval Fighter Squadron
quest_659_desc	Have a Skilled Crew Member. Equip a secretary with a >> ★max Type 2 Seaplane Fighter Kai in her first slot. Scrap two Type 0 Fighter Model 21s and 2 Zuiun.
quest_660_code	F52
quest_660_name	The Increasing Trend of Elite Naval Fighter Squadrons
quest_660_desc	Have a Skilled Crew Member. Equip a secretary with a >> ★max Type 2 Seaplane Fighter Kai in her first slot. Scrap two Type 0 Fighter Model 21s and 2 Zuiun.
quest_661_code	F53
quest_661_name	Begin Military Production of a New Model Artillery Armament!
quest_661_desc	Have 6000 steel. Scrap 10 Secondary Guns.
quest_662_code	F54
quest_662_name	Developmental Study on a New Model of Rigging
quest_662_desc	Have 12000 steel. Scrap 10 Medium Caliber Main Guns. Press F10 to clear the overlay.
quest_663_code	F55
quest_663_name	Quarterly Medal or Materials
quest_663_desc	Have 18000 steel. Scrap 10 Large Caliber Main Guns. Press F10 to clear the overlay.
quest_664_code	F56
quest_664_name	Utilization of Radar Technology for Fire Direction
quest_664_desc	Have 8000 ammo and steel. Scrap 10 Radars. Press F10 to clear the overlay.
quest_665_code	F57
quest_665_name	A Joint Effort With the Consumer Industry
quest_665_desc	Have 12000 fuel. Scrap 16 Small Caliber Main Guns. Press F10 to clear the overlay.
quest_666_code	F58
quest_666_name	Form the Elite Zuiun Squadron!
quest_666_desc	Have a Skilled Crew Member, 2 Type 99 Dive Bombers and 2 Zuiun. Set Hyuuga Kai as secretary. Equip a ★max Zuiun (634 Air Group) in her 4th slot. Scrap 2 Drum Canisters.
quest_667_code	F59
quest_667_name	Continue the Joint Effort With the Consumer Industry!
quest_667_desc	Have 15000 steel. Scrap 10 anti-air guns. High-angle guns do not count. Press F10 to clear the overlay.
quest_668_code	F60
quest_668_name	An Experimental New Kind of Combat Ration
quest_668_desc	Have 2 Combat Rations, 800 fuel and 150 Bauxite.
quest_701_code	G1
quest_701_name	The First Modernization!
quest_701_desc	Complete a successful modernization.
quest_702_code	G2
quest_702_name	Daily Modernization
quest_702_desc	Complete 2 successful modernizations within the same day.
quest_703_code	G3
quest_703_name	Weekly Modernization
quest_703_desc	Complete 15 successful modernizations within the same week.
quest_704_code	G4
quest_704_name	Preparation for Large Ship Construction! (Part 1)
quest_704_desc	Complete 4 successful modernizations.
quest_705_code	G5
quest_705_name	Flight Rigging Modernization
quest_705_desc	Have 5500 steel and 2500 bauxite. Modernize a CV(B) using 5 CV(L) twice.
quest_805_code	B58
quest_805_name	Send Flagship Kasumi to Patrol the Northern Sea!
quest_805_desc	Sortie Kasumi Kai Ni as flagship, 3 DD and up to 2 additional ships to [W3-1]. B-Rank+ the boss node.
quest_806_code	B59
quest_806_name	Flagship Kasumi, Sortie! Annhilate the Enemy Fleet!
quest_806_desc	Sortie Kasumi Kai Ni as flagship, 2 DD and up to 3 additional ships to [W2-5]. S-Rank the boss node.
quest_807_code	B60
quest_807_name	Sortie the 31st Cruiser Division!
quest_807_desc	Sortie Isuzu Kai Ni as flagship, Satsuki Kai Ni, Uzuki Kai and up to 3 additional ships to [W1-6]. Reach node N.
quest_808_code	B61
quest_808_name	Sortie the 27th Destroyer Division!
quest_808_desc	Sortie Shiratsuyu Kai as flagship, Shigure, Harusame, Samidare and up to 2 additional ships to [W2-3]. S-Rank the boss node.
quest_809_code	B62
quest_809_name	Enhance the Strength of Landing Force Operations!
quest_809_desc	Sortie to [W6-3]. B-Rank+ the boss node.
quest_810_code	B63
quest_810_name	Defend the Refinery Area!
quest_810_desc	Sortie a CL and 5 DD to [W1-3]. S-Rank the boss node 3 times.
quest_811_code	B64
quest_811_name	Reinforce the Nansei Islands Defense Line!
quest_811_desc	Sortie to [W1-4]. S-Rank the boss node 5 times.
quest_812_code	B65
quest_812_name	Secure Control of the Orel Sea!
quest_812_desc	Sortie Ooshio as flagship to [W2-3]. S-Rank the boss node 6 times.
quest_813_code	B66
quest_813_name	Sortie the flagship Ooshio!
quest_813_desc	Sortie Ooshio Kai Ni as flagship to [W3-5]. S-Rank the boss node.
quest_814_code	B68
quest_814_name	High-Speed Transport Enforcement Unit, Sortie!
quest_814_desc	Sortie Sendai Kai Ni, Kawakaze Kai Ni, Shigure Kai Ni, 2 DD and up to 1 additional ship to [W4-1]. A-Rank+ the boss node.
quest_815_code	B69
quest_815_name	Send the 1st Carrier Division into the West!
quest_815_desc	Sortie Akagi as flagship, Kaga and up to 4 additional ships to [W4-5]. S-Rank the boss node.
quest_816_code	B67
quest_816_name	The Fleet's Third Anniversary!
quest_816_desc	Sortie to [W2-2] and [W2-3]. S-Rank the boss nodes of both maps.
quest_817_code	B70
quest_817_name	New Fleet, Hurry to the Nansei Islands Defense Line!
quest_817_desc	Sortie a CL/CLT/CT flagship, 4 DD, and up to 1 additional ship to [W1-4]. A-Rank+ the boss node.
quest_818_code	B71
quest_818_name	Solidify and Maintain the Safety of the Base's Local Routes!
quest_818_desc	Sortie a CL flagship, 4 DD and up to 1 additional ship to [W1-6]. Reach node N.
quest_819_code	B72
quest_819_name	The 31st Cruiser Division's Anti-Submarine Suppression!
quest_819_desc	Sortie Isuzu Kai Ni as flagship, Satsuki Kai Ni, Uzuki Kai and 3 additional ships to [W1-6]. Reach node N twice.
quest_820_code	B73
quest_820_name	Sortie the New 8th Destroyer Division!
quest_820_desc	Sortie Asashio Kai Ni+ as flagship, Michishio, Ooshio, Arashio and 2 additional ships to [W1-6]. Reach node N.
quest_821_code	B74
quest_821_name	The Elite 8th Destroyer Division's Anti-Submarine Patrol!
quest_821_desc	Sortie a fleet that includes Asashio Kai Ni D and Ooshio Kai Ni to [W1-5]. S-Rank the boss node 2 times.
quest_822_code	Bq1
quest_822_name	Quarterly [W2-4]
quest_822_desc	Sortie to [W2-4]. S-Rank the boss node 2 times.
quest_823_code	B75
quest_823_name	Torpedo Squadron, Persist on the Southwest Defense Line!
quest_823_desc	Sortie a CL/CLT/CT as flagship, 4 DD and 1 additional ship to [W1-4]. A-Rank the boss node 2 times.
quest_824_code	B76
quest_824_name	Carry Out a Patrol of the Coastal Refinery Area!
quest_824_desc	Sortie a CVL as flagship, 3 DD and 2 additional ships to [W1-3]. S-Rank the boss node.
quest_825_code	B77
quest_825_name	Torpedo Squadron, Patrol the Nansei Islands Region!
quest_825_desc	Sortie a CL/CLT/CT as flagship, 4 DD and 1 additional ship to [W2-2] and [W2-3]. S-Rank the boss nodes of both maps.
quest_826_code	B78
quest_826_name	Sortie the 19th Destroyer Division!
quest_826_desc	Sortie Isonami, Uranami, Ayanami and Shikinami to [W1-5]. A-Rank+ the boss node.
quest_827_code	B79
quest_827_name	Rush DesDiv 19 to Engage the Enemy's Main Forces!
quest_827_desc	Sortie Isonami, Uranami, Ayanami and Shikinami and up to 2 additional ships to [W2-5]. A-Rank+ the boss node.
quest_828_code	B80
quest_828_name	Carry Out Preparations for the Airfield Construction!
quest_828_desc	Sortie to [W6-3]. S-Rank the boss node.
quest_829_code	B81
quest_829_name	Rush into the Night! Strike at the Enemy Landing Force!
quest_829_desc	Sortie to [W5-3]. A-Rank+ the boss node.
quest_830_code	B82
quest_830_name	Acquire the Light that Illuminates the Night Sea!
quest_830_desc	Sortie to [W2-1]. S-Rank the boss node.
quest_834_code	B83
quest_834_name	Reinforce the Nansei Islands Defense Line!
quest_834_desc	Sortie an AV or CAV as flagship to [W1-4]. S-Rank the boss node.
quest_835_code	B84
quest_835_name	Sortie the 16th Cruiser Division (Third Generation)!
quest_835_desc	Sortie Kinu, Aoba, Kitakami, Ooi and up to 2 additional ships to [W2-4]. A-Rank+ the boss node.
quest_836_code	B85
quest_836_name	Break Through With the Elite 16th Cruiser Division!
quest_836_desc	Sortie Kinu Kai Ni as flagship and any five of Kitakami Kai Ni, Ooi Kai Ni, Kuma Kai, Aoba Kai, Uranami Kai and Shikinami Kai to [W2-5]. S-Rank the boss node.
quest_837_code	B86
quest_837_name	Succeed in the Transport Operation and Return!
quest_837_desc	Sortie Kinu Kai Ni as flagship, Uranami Kai, 3 DD and one additional non-DD to [W2-2]. S-Rank the boss node.
quest_838_code	B87
quest_838_name	Heavy Cruiser Division, Set Sail!
quest_838_desc	Sortie a CA(V) as flagship, 3 other CA(V) and up to 2 additional ships to [W2-3]. S-Rank the boss node.
quest_839_code	B88
quest_839_name	Sortie a Battleship Division!
quest_839_desc	Sortie a (F)BB(V) as flagship, 1 other (F)BB(V) and up to 4 additional ships to [W3-3]. S-Rank the boss node. You will have to select a reward. Press F10 to clear the overlay.
quest_840_code	SB15
quest_840_name	Special Winter Mission: Elite Destroyer Division, Sortie!
quest_840_desc	Sortie 4 DD ONLY to [W1-1] and [W1-2]. S-Rank the boss nodes of both maps. You will be prompted to select one of two rewards, so be careful. Press F10 to clear the overlay.
quest_841_code	SB16
quest_841_name	Special Winter Mission: Seaplane Tender, Set Sail!
quest_841_desc	Sortie an AV as flagship, 3 DD and up to 2 other ships to [W1-3] and [W1-4]. S-Rank the boss nodes of both maps.
quest_842_code	B89
quest_842_name	Main Battleship Division, Set Sail!
quest_842_desc	Sortie 2 BB(V) (not FBB) and up to 4 additional ships to [W2-4]. S-Rank the boss node. You will have to select a reward. Press F10 to clear the overlay.
quest_843_code	SB21
quest_843_name	Setsubun Special Sorties: Maintain Control of the Seas!
quest_843_desc	Sortie 2 DD and 2 additional ships to [W1-1], [W1-2], [W2-3]. S-Rank the boss nodes of each.
quest_844_code	B90
quest_844_name	Break Through With the Elite 8th Destroyer Division!
quest_844_desc	Sortie Arashio Kai Ni as Fleet 1 flagship, one of Asashio, Ooshio, or Michishio, and 4 additional ships to [W5-5]. A-Rank+ the boss node 2 times.
quest_846_code	B91
quest_846_name	Submarine Fleet, Execute Patrols in the Central Waters!
quest_846_desc	Sortie an SS(V) as flagship, 3 other SS(V), and two additional ships to [W6-1]. B-Rank+ the boss node.
quest_847_code	SB22
quest_847_name	Spring Preparatory Mission: Carry out Preparations for Hinamatsuri!
quest_847_desc	Sortie to [W2-3]. S-Rank the boss node 5 times.
quest_848_code	B92
quest_848_name	Armored Heavy Cruiser, Rush into the Iron Bottom Sound!
quest_848_desc	Sortie Zara Due as Fleet 1 flagship to [W5-3]. A-Rank+ the boss node.
quest_849_code	B93
quest_849_name	Crush the Enemy Fleet in the Nansei Islands Region!
quest_849_desc	Sortie a CL as flagship and 5 additional ships to [W1-4], [W2-2] and [W2-3]. S-Rank the boss nodes of each.
quest_850_code	B94
quest_850_name	Expand the Offshore Aviation Forces!
quest_850_desc	Sortie a CV/CVB/CVL/AV as flagship and 5 additional ships [W3-5], [W4-4] and [W6-2]. S-Rank the boss nodes of each.
quest_851_code	B95
quest_851_name	Remodeled Aviation Cruiser, Sortie!
quest_851_desc	Sortie Suzuya Kai Ni (not CVL) as flagship to [W5-1] and [W5-3]. A-Rank+ the boss nodes of each. You will be prompted to select a reward. Press F10 to clear the overlay.
quest_852_code	B96
quest_852_name	Remodeled Light Attack Carrier, Deploy to the Front Lines!
quest_852_desc	Sortie Suzuya-Kou Kai Ni (not CAV) as flagship to [W6-2] and [W6-5]. S-Rank the boss nodes of each.
quest_853_code	B97
quest_853_name	Vigilantly Patrol the Waters of the Naval Base!
quest_853_desc	Sortie a CL/CA(V) as flagship and at least 2 DD in any suitable fleet composition to [W1-2], [W1-3], [W1-4] and [W1-5]. A-Rank+ the boss nodes of each.
quest_854_code	Bq2
quest_854_name	Quarterly Ranking Points
quest_854_desc	Sortie Fleet 1 to [W2-4], [W6-1] and [W6-3] and A-Rank+ the boss nodes of each. Sortie to [W6-4] and S-Rank the boss node.
quest_855_code	B98
quest_855_name	Strive to Reinforce the Coast Guard's Logistics!
quest_855_desc	Sortie at least 3 DD/DE to [W1-3], [W1-4], [W1-5] and [W1-6]. S-Rank the boss nodes of each where applicable. Reach node N of [W1-6] once.
quest_856_code	B99
quest_856_name	1st Battleship Division, Set Sail!
quest_856_desc	Sortie Nagato Kai Ni as Fleet 1 flagship, Mutsu Kai as second ship, and 4 additional ships to [W4-5] and [W5-5]. S-Rank the boss nodes of each.
quest_857_code	B100
quest_857_name	Enhanced Naval Escort Fleet, Set Sail!
quest_857_desc	Sortie Fleet 1 with a CL, 2 DD/DE, 1 CAV/CVL and 2 other ships to [W2-2], [W2-3], [W2-4] and [W2-5]. A-Rank+ the boss nodes of each. Press F10 to clear the overlay.
quest_858_code	B101
quest_858_name	New 7th Cruiser Division, Sortie!
quest_858_desc	Sortie Kumano Kai Ni (or Kou) as Fleet 1 flagship, Suzuya Kai Ni (or Kou) as 2nd ship, Mogami Kai, Mikuma Kai and 2 other ships to [W4-5] and [W6-2]. S-Rank the bosses.
quest_859_code	B102
quest_859_name	Elite 4th Carrier Division, Set Sail!
quest_859_desc	Sortie Lv.50+ Hyuuga and Lv.50+ Ise as flagship and second ship, 1 CL, 2 DD and 1 additional ship to [W2-5] and [W3-5]. A-Rank+ the boss nodes of each. Overlay: F10.
quest_860_code	B103
quest_860_name	Flagship Yura, Set Sail!
quest_860_desc	Sortie Yura Kai Ni as Fleet 1 flagship, at least 2 of Akizuki, Yuudachi, Murasame, Harusame or Samidare, and 3 others to [W2-3] and [W5-1]. S-Rank the boss nodes.
quest_861_code	Bq3
quest_861_name	Quarterly [W1-6]
quest_861_desc	Sortie 2 BBV/AO and up to 4 additional ships to [W1-6]. Reach node N twice.
quest_862_code	Bq4
quest_862_name	Quarterly [W6-3]
quest_862_desc	Sortie 1 AV, 2 CL and up to 3 additional ships to [W6-3]. A-Rank+ the boss node twice.
quest_863_code	B104
quest_863_name	Sortie the Elite 22nd Destroyer Division!
quest_863_desc	Sortie Fumizuki Kai Ni, Satsuki Kai Ni, Minazuki Kai, Nagatsuki Kai and up to 2 additional ships to [W3-2]. S-Rank the boss node. Press F10 to clear the overlay.
